type_dossier,cumul_crd_immo,nbr_credit_immo,cumul_crd_conso,nbr_credit_conso,nbr_enfants,emprunteur_salaire,coemprunteur_salaire,emprunteur.situation_familiale.libelle,emprunteur.intitule,emprunteur.allocation_familiale,emprunteur.anciennete,emprunteur.dette_divers.retard_loyer,emprunteur.dette_divers.retard_impot,emprunteur.dette_divers.decouvert,emprunteur.charge.loyer,emprunteur.charge.charge_courante,emprunteur.complement.tresorerie,emprunteur.complement_banque.huissier,emprunteur.nombre_rejets,emprunteur.estimation_retraite,coemprunteur.situation_familiale.libelle,coemprunteur.intitule,coemprunteur.allocation_familiale,coemprunteur.anciennete,coemprunteur.nombre_rejets,coemprunteur.estimation_retraite,est_encaisse,emprunteur_subventions,coemprunteur_subventions,type_contrat_menage,CategorieDPT,age_cat,co_age_cat
proprietaire,130658.0,3.0,13084.0,3.0,0,2200.0,0.0,Célibataire,Monsieur,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5000.0,False,0,26.19047619047619,Aucun coemprunteur,Aucun coemprunteur,0.0,0.0,0.0,0.0,non_encaisse,0.0,0.0,TNS,1,40-45,10
proprietaire,340000.0,2.0,22600.0,3.0,0,2100.0,0.0,Célibataire,Monsieur,0.0,1.0,0.0,0.0,0.0,1.0,0.0,50000.0,False,0,25.0,Aucun coemprunteur,Aucun coemprunteur,0.0,0.0,0.0,0.0,non_encaisse,0.0,0.0,CDI,2,50-55,10
proprietaire,0.0,0.0,103356.59,3.0,0,1672.86,1455.42,Marié(e),Monsieur,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0,159.32,Marié(e),Monsieur,0.0,7.0,0.0,0.0,non_encaisse,0.0,0.0,RETRAITE,4,70+,8
proprietaire,87000.0,1.0,17000.0,2.0,2,2350.0,0.0,Divorcé(e),Madame,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5000.0,False,0,27.976190476190474,Aucun coemprunteur,Aucun coemprunteur,0.0,0.0,0.0,0.0,non_encaisse,0.0,0.0,CDI,1,40-45,10
locataire,0.0,0.0,40000.0,2.0,2,2000.0,0.0,Divorcé(e),Monsieur,0.0,1.0,0.0,0.0,0.0,600.0,0.0,5000.0,False,0,23.809523809523807,Aucun coemprunteur,Aucun coemprunteur,0.0,0.0,0.0,0.0,non_encaisse,0.0,0.0,CDI,1,50-55,10
proprietaire,125900.0,1.0,10557.67,5.0,2,3419.0,0.0,Divorcé(e),Madame,148.52,1.0,0.0,0.0,1000.0,0.0,0.0,5000.0,False,0,40.70238095238095,Aucun coemprunteur,Aucun coemprunteur,0.0,0.0,0.0,0.0,non_encaisse,370.0,0.0,CDI,2,40-45,10
locataire,0.0,0.0,46000.0,5.0,0,1932.16,1475.0,Marié(e),Monsieur,0.0,8.0,0.0,0.0,0.0,590.0,0.0,1000.0,False,5,184.0152380952381,Marié(e),Madame,0.0,1.0,0.0,0.0,non_encaisse,0.0,0.0,CDI,4,60-65,7
locataire,0.0,0.0,26001.0,3.0,0,1800.0,0.0,Divorcé(e),Madame,0.0,1.0,0.0,0.0,0.0,620.0,0.0,10000.0,False,0,21.428571428571427,Aucun coemprunteur,Aucun coemprunteur,0.0,0.0,0.0,0.0,non_encaisse,0.0,0.0,CDI,4,50-55,10
proprietaire,0.0,0.0,26910.0,4.0,0,2200.0,0.0,Célibataire,Monsieur,0.0,1.0,0.0,0.0,0.0,900.0,0.0,5000.0,False,0,26.19047619047619,Célibataire,Monsieur,0.0,1.0,0.0,0.0,non_encaisse,0.0,0.0,CDI,1,70+,7
proprietaire,0.0,0.0,13795.0,4.0,0,5084.0,0.0,Marié(e),Monsieur,0.0,12.0,0.0,0.0,0.0,0.0,0.0,2000.0,False,0,726.2857142857142,Marié(e),Madame,0.0,1.0,0.0,0.0,non_encaisse,0.0,0.0,TNS,2,60-65,6
proprietaire,132846.0,1.0,68871.22,2.0,0,2144.16,1832.0,Marié(e),Madame,0.0,27.0,0.0,0.0,0.0,0.0,0.0,10000.0,False,0,689.1942857142857,Marié(e),Monsieur,0.0,1.0,0.0,0.0,non_encaisse,0.0,0.0,CDI,2,50-55,7
proprietaire,0.0,0.0,0.0,0.0,0,1826.08,0.0,Marié(e),Madame,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,False,0,0.0,Aucun coemprunteur,Aucun coemprunteur,0.0,0.0,0.0,0.0,non_encaisse,0.0,0.0,CDI,1,50-55,10
locataire,0.0,0.0,11000.0,2.0,0,1200.0,0.0,Célibataire,Monsieur,0.0,0.0,0.0,0.0,0.0,650.0,0.0,7000.0,False,0,0.0,Aucun coemprunteur,Aucun coemprunteur,0.0,0.0,0.0,0.0,non_encaisse,0.0,0.0,INCONNU,1,40-45,10
proprietaire,0.0,0.0,71287.0,20.0,3,3089.0,0.0,Marié(e),Madame,148.52,4.0,0.0,0.0,600.0,0.0,0.0,5000.0,False,0,147.09523809523807,Marié(e),Monsieur,0.0,1.0,0.0,0.0,non_encaisse,140.0,0.0,CDI,2,35-40,3
proprietaire,0.0,0.0,69472.89,7.0,2,3120.0,1419.63,Marié(e),Monsieur,0.0,0.1,0.0,0.0,741.72,1000.0,0.0,0.0,False,4,3.7142857142857144,Marié(e),Madame,0.0,0.1,0.0,0.0,non_encaisse,0.0,0.0,CDI,1,35-40,2
locataire,0.0,0.0,19762.0,6.0,2,3500.66,0.0,Concubins,Madame,0.0,1.6,0.0,0.0,1600.0,630.0,0.0,4000.0,False,0,66.6792380952381,Aucun coemprunteur,Aucun coemprunteur,0.0,0.0,0.0,0.0,non_encaisse,0.0,0.0,CDI,2,40-45,10
proprietaire,150000.0,3.0,15000.0,3.0,0,1850.0,0.0,Célibataire,Madame,0.0,1.0,0.0,0.0,0.0,1.0,0.0,5000.0,False,0,22.023809523809522,Aucun coemprunteur,Aucun coemprunteur,0.0,0.0,0.0,0.0,non_encaisse,0.0,0.0,CDI,2,55-60,10
proprietaire,0.0,0.0,52871.0,2.0,1,2200.0,0.0,Célibataire,Monsieur,0.0,25.0,0.0,0.0,500.0,900.0,0.0,3000.0,False,0,654.7619047619047,Aucun coemprunteur,Aucun coemprunteur,0.0,0.0,0.0,0.0,non_encaisse,150.0,0.0,CDI,4,55-60,10
proprietaire,116000.0,2.0,36047.0,4.0,4,4386.66,0.0,Marié(e),Monsieur,0.0,15.0,0.0,0.0,1500.0,0.0,0.0,30000.0,False,0,783.3321428571428,Aucun coemprunteur,Aucun coemprunteur,0.0,0.0,0.0,0.0,non_encaisse,0.0,0.0,CDI,2,45-50,10
proprietaire,99000.0,1.0,34000.0,4.0,0,2000.0,0.0,Célibataire,Monsieur,0.0,1.0,0.0,0.0,0.0,630.0,0.0,10000.0,False,0,23.809523809523807,Aucun coemprunteur,Aucun coemprunteur,0.0,0.0,0.0,0.0,non_encaisse,0.0,0.0,CDI,4,70+,10
proprietaire,0.0,0.0,21482.48,2.0,0,1950.0,0.0,Célibataire,Monsieur,0.0,20.0,0.0,0.0,0.0,0.0,0.0,11700.0,False,0,464.2857142857143,Aucun coemprunteur,Aucun coemprunteur,0.0,0.0,0.0,0.0,non_encaisse,0.0,0.0,CDI,4,60-65,10
locataire,0.0,0.0,30400.0,2.0,0,2822.0,0.0,Célibataire,Monsieur,0.0,0.0,0.0,0.0,0.0,668.0,0.0,15000.0,False,0,0.0,Aucun coemprunteur,Aucun coemprunteur,0.0,0.0,0.0,0.0,non_encaisse,0.0,0.0,CDI,1,40-45,10
locataire,0.0,0.0,10800.0,2.0,2,1947.0,0.0,Célibataire,Madame,148.52,0.0,0.0,0.0,500.0,725.0,0.0,1000.0,False,3,0.0,Aucun coemprunteur,Aucun coemprunteur,0.0,0.0,0.0,0.0,non_encaisse,10.0,0.0,CDI,1,35-40,10
proprietaire,120000.0,1.0,58000.0,3.0,0,2600.0,1900.0,Célibataire,Monsieur,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5000.0,False,0,30.95238095238095,Célibataire,Monsieur,0.0,1.0,0.0,0.0,non_encaisse,0.0,0.0,CDI,2,40-45,6
proprietaire,0.0,0.0,77119.37,2.0,2,0.0,1697.0,Marié(e),Madame,148.52,0.0,0.0,0.0,1600.0,0.0,0.0,8000.0,False,0,0.0,Marié(e),Monsieur,0.0,0.0,0.0,0.0,non_encaisse,0.0,0.0,CDI,4,30-35,2
proprietaire,100000.0,1.0,35001.0,3.0,0,2200.0,0.0,Célibataire,Monsieur,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000.0,False,0,0.0,Aucun coemprunteur,Aucun coemprunteur,0.0,0.0,0.0,0.0,non_encaisse,0.0,0.0,INCONNU,0,60-65,10
proprietaire,0.0,0.0,28036.0,2.0,2,1553.0,1485.0,Marié(e),Monsieur,0.0,4.0,0.0,0.0,0.0,0.0,881.23,11547.0,False,0,73.95238095238095,Marié(e),Madame,0.0,3.0,0.0,0.0,non_encaisse,0.0,0.0,CDI,4,45-50,4
proprietaire,195497.11,1.0,54828.56,3.0,1,3600.0,0.0,Marié(e),Madame,0.0,6.0,0.0,0.0,1000.0,1.0,0.0,20000.0,False,0,257.1428571428571,Marié(e),Monsieur,0.0,34.0,0.0,0.0,non_encaisse,0.0,0.0,CDI,2,55-60,6
locataire,0.0,0.0,25000.0,4.0,2,2222.17,0.0,Concubins,Madame,148.52,14.0,0.0,0.0,0.0,1415.24,0.0,5000.0,False,0,370.3616666666667,Aucun coemprunteur,Aucun coemprunteur,0.0,0.0,0.0,0.0,non_encaisse,0.0,0.0,CDI,2,35-40,10
proprietaire,0.0,0.0,33963.96,7.0,3,2311.75,2219.0,Marié(e),Monsieur,148.52,0.0,0.0,0.0,2000.0,1000.0,0.0,0.0,False,0,0.0,Marié(e),Monsieur,0.0,0.0,0.0,0.0,non_encaisse,0.0,0.0,CDI,1,45-50,4
proprietaire,0.0,0.0,0.0,0.0,0,0.0,0.0,Célibataire,Monsieur,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,5000.0,False,0,0.0,Aucun coemprunteur,Aucun coemprunteur,0.0,0.0,0.0,0.0,non_encaisse,0.0,0.0,INCONNU,1,<25,10
locataire,0.0,0.0,30000.0,2.0,0,2200.0,0.0,Célibataire,Monsieur,0.0,1.0,0.0,0.0,0.0,650.0,0.0,10000.0,False,0,26.19047619047619,Aucun coemprunteur,Aucun coemprunteur,0.0,0.0,0.0,0.0,non_encaisse,0.0,0.0,CDI,4,55-60,10
proprietaire,250000.0,1.0,20001.0,3.0,0,1800.0,0.0,Célibataire,Monsieur,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000.0,False,0,0.0,Aucun coemprunteur,Aucun coemprunteur,0.0,0.0,0.0,0.0,non_encaisse,0.0,0.0,INCONNU,0,55-60,10
locataire,0.0,0.0,79818.0,6.0,1,2886.0,0.0,Marié(e),Monsieur,0.0,1.0,0.0,0.0,1200.0,690.0,0.0,1000.0,False,0,34.357142857142854,Aucun coemprunteur,Aucun coemprunteur,0.0,0.0,0.0,0.0,non_encaisse,0.0,0.0,CDI,1,50-55,10
locataire,0.0,0.0,20001.0,3.0,0,1860.0,0.0,Célibataire,Monsieur,0.0,1.0,0.0,0.0,0.0,463.0,0.0,3000.0,False,0,22.142857142857142,Aucun coemprunteur,Aucun coemprunteur,0.0,0.0,0.0,0.0,non_encaisse,0.0,0.0,CDI,4,50-55,10
proprietaire,75000.0,1.0,60000.0,4.0,0,2650.0,0.0,Divorcé(e),Madame,0.0,1.0,0.0,0.0,0.0,630.0,0.0,25000.0,False,0,31.547619047619047,Aucun coemprunteur,Aucun coemprunteur,0.0,0.0,0.0,0.0,non_encaisse,0.0,0.0,CDI,2,45-50,10
proprietaire,50000.0,1.0,30000.0,3.0,0,2200.0,0.0,Célibataire,Monsieur,0.0,0.0,0.0,0.0,0.0,900.0,0.0,5000.0,False,0,0.0,Aucun coemprunteur,Aucun coemprunteur,0.0,0.0,0.0,0.0,non_encaisse,0.0,0.0,INCONNU,2,60-65,10
proprietaire,50000.0,1.0,21900.0,3.0,0,1969.91,0.0,Divorcé(e),Madame,0.0,0.0,0.0,0.0,700.0,0.0,0.0,5000.0,False,0,0.0,Aucun coemprunteur,Aucun coemprunteur,0.0,0.0,0.0,0.0,non_encaisse,0.0,0.0,RETRAITE,2,70+,10
locataire,19000.0,1.0,18999.0,3.0,3,3012.0,2200.0,Marié(e),Madame,0.0,1.0,0.0,0.0,0.0,1550.0,0.0,10000.0,False,0,35.857142857142854,Marié(e),Monsieur,0.0,1.0,0.0,0.0,non_encaisse,0.0,0.0,CDI,1,45-50,5
proprietaire,0.0,0.0,51500.0,4.0,0,2000.0,0.0,Marié(e),Monsieur,0.0,1.0,0.0,0.0,0.0,630.0,0.0,5000.0,False,0,23.809523809523807,Aucun coemprunteur,Aucun coemprunteur,0.0,0.0,0.0,0.0,non_encaisse,0.0,0.0,CDI,3,70+,10
proprietaire,182000.0,1.0,120369.0,5.0,0,5550.0,0.0,Divorcé(e),Monsieur,0.0,5.0,0.0,0.0,0.0,0.0,0.0,10000.0,False,0,330.35714285714283,Aucun coemprunteur,Aucun coemprunteur,0.0,0.0,0.0,0.0,non_encaisse,0.0,0.0,CDI,2,50-55,10
proprietaire,0.0,0.0,17983.92,5.0,1,1987.0,0.0,Concubins,Monsieur,0.0,0.6,0.0,0.0,600.0,1.0,0.0,0.0,False,0,14.192857142857143,Aucun coemprunteur,Aucun coemprunteur,0.0,0.0,0.0,0.0,encaisse,0.0,0.0,CDI,4,30-35,10
proprietaire,0.0,0.0,34000.0,3.0,2,2166.66,0.0,Célibataire,Madame,0.0,18.0,0.0,0.0,0.0,1000.0,0.0,0.0,False,0,464.28428571428566,Aucun coemprunteur,Aucun coemprunteur,0.0,0.0,0.0,0.0,non_encaisse,0.0,0.0,CDI,4,45-50,10
proprietaire,15999.0,3.0,6000.0,2.0,0,24000.0,0.0,Célibataire,Monsieur,0.0,0.0,0.0,0.0,0.0,900.0,0.0,1200.0,False,0,0.0,Aucun coemprunteur,Aucun coemprunteur,0.0,0.0,0.0,0.0,non_encaisse,0.0,0.0,INCONNU,2,45-50,10
proprietaire,174000.0,1.0,14001.0,3.0,0,5200.0,0.0,Célibataire,Monsieur,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20000.0,False,0,0.0,Aucun coemprunteur,Aucun coemprunteur,0.0,0.0,0.0,0.0,non_encaisse,0.0,0.0,INCONNU,1,55-60,10
locataire,0.0,0.0,11000.0,4.0,0,1033.0,0.0,Célibataire,Monsieur,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000.0,False,0,0.0,Aucun coemprunteur,Aucun coemprunteur,0.0,0.0,0.0,0.0,non_encaisse,0.0,0.0,INCONNU,3,35-40,10
proprietaire,175559.0,1.0,109593.48,3.0,2,2689.0,1637.0,Marié(e),Monsieur,0.0,4.0,0.0,0.0,0.0,0.0,0.0,16000.0,False,0,128.04761904761904,Marié(e),Madame,0.0,0.0,0.0,0.0,non_encaisse,0.0,0.0,CDI,2,35-40,2
locataire,0.0,0.0,2881.0,3.0,0,1180.0,0.0,Veuf/Veuve,Madame,0.0,1.0,0.0,0.0,800.0,580.0,0.0,3000.0,False,0,14.047619047619047,Aucun coemprunteur,Aucun coemprunteur,0.0,0.0,0.0,0.0,non_encaisse,0.0,0.0,RETRAITE,1,60-65,10
locataire,0.0,0.0,36000.0,3.0,2,3500.0,1999.0,Marié(e),Monsieur,148.52,10.0,0.0,0.0,12000.0,1111.0,0.0,5000.0,False,0,416.66666666666663,Marié(e),Madame,0.0,1.0,0.0,0.0,non_encaisse,0.0,0.0,CDI,1,40-45,3
proprietaire,67809.19,2.0,17732.04,2.0,1,1200.0,1397.0,Marié(e),Monsieur,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10000.0,False,0,0.0,Marié(e),Madame,0.0,0.0,0.0,0.0,non_encaisse,0.0,0.0,CDI,4,50-55,5
proprietaire,57000.0,1.0,71000.0,3.0,0,1875.0,745.0,Marié(e),Monsieur,0.0,3.0,0.0,0.0,800.0,1.0,0.0,10000.0,False,0,66.96428571428571,Marié(e),Madame,0.0,3.0,0.0,0.0,non_encaisse,0.0,0.0,CDI,2,55-60,8
locataire,0.0,0.0,17000.0,4.0,0,2000.0,0.0,Célibataire,Monsieur,0.0,4.0,0.0,0.0,0.0,450.0,0.0,5000.0,False,0,95.23809523809523,Aucun coemprunteur,Aucun coemprunteur,0.0,0.0,0.0,0.0,non_encaisse,0.0,0.0,CDI,1,45-50,10
proprietaire,0.0,0.0,57000.0,2.0,1,2330.0,0.0,Célibataire,Monsieur,0.0,21.0,0.0,0.0,0.0,1.0,0.0,0.0,False,0,0.0,Aucun coemprunteur,Aucun coemprunteur,0.0,0.0,0.0,0.0,non_encaisse,0.0,0.0,CDI,1,60-65,10
locataire,0.0,0.0,17137.26,6.0,4,1494.83,1033.32,Marié(e),Monsieur,529.09,4.0,0.0,0.0,300.0,528.0,0.0,10000.0,False,0,71.18238095238094,Marié(e),Monsieur,0.0,1.0,0.0,0.0,non_encaisse,313.51,0.0,CDI,4,40-45,2
proprietaire,0.0,0.0,147000.0,4.0,0,1000.0,1900.0,Marié(e),Madame,0.0,1.0,0.0,0.0,770.0,1.0,0.0,0.0,False,9,11.904761904761903,Marié(e),Monsieur,0.0,2.0,0.0,0.0,non_encaisse,0.0,0.0,RETRAITE,2,60-65,7
proprietaire,0.0,0.0,41200.0,3.0,0,2700.0,0.0,Concubins,Monsieur,0.0,6.0,0.0,0.0,0.0,600.0,0.0,6000.0,False,0,192.85714285714283,Aucun coemprunteur,Aucun coemprunteur,0.0,0.0,0.0,0.0,non_encaisse,0.0,0.0,CDI,2,30-35,10
locataire,0.0,0.0,39999.0,3.0,0,2400.0,0.0,Célibataire,Monsieur,0.0,1.0,0.0,0.0,0.0,800.0,0.0,5000.0,False,0,28.57142857142857,Aucun coemprunteur,Aucun coemprunteur,0.0,0.0,0.0,0.0,non_encaisse,0.0,0.0,CDI,2,30-35,10
proprietaire,0.0,0.0,107300.0,5.0,0,1949.0,1100.0,Concubins,Monsieur,0.0,2.0,0.0,0.0,500.0,0.0,0.0,10000.0,False,0,46.404761904761905,Concubins,Madame,0.0,10.0,0.0,0.0,non_encaisse,0.0,0.0,CDI,4,60-65,7
proprietaire,75000.0,1.0,15000.0,1.0,0,830.0,1200.0,Marié(e),Monsieur,0.0,6.0,0.0,0.0,0.0,0.0,0.0,10000.0,False,0,59.285714285714285,Marié(e),Monsieur,0.0,6.0,0.0,0.0,non_encaisse,0.0,0.0,CDI,1,70+,7
locataire,0.0,0.0,25900.0,6.0,2,2475.0,1985.83,Pacsé(e),Madame,148.52,2.0,0.0,0.0,0.0,550.0,0.0,9300.0,False,0,58.92857142857142,Pacsé(e),Monsieur,0.0,2.0,0.0,0.0,non_encaisse,0.0,0.0,CDI,4,30-35,2
locataire,0.0,0.0,22000.0,4.0,4,2600.0,0.0,Marié(e),Monsieur,338.8,20.0,0.0,0.0,0.0,710.0,0.0,0.0,False,0,619.047619047619,Aucun coemprunteur,Aucun coemprunteur,0.0,0.0,0.0,0.0,non_encaisse,0.0,0.0,CDI,3,45-50,10
proprietaire,334200.0,1.0,33400.0,3.0,0,5583.33,0.0,Célibataire,Monsieur,0.0,6.0,0.0,0.0,0.0,1.0,0.0,10000.0,False,0,398.8092857142857,Aucun coemprunteur,Aucun coemprunteur,0.0,0.0,0.0,0.0,non_encaisse,0.0,0.0,CDI,3,40-45,10
locataire,6999.0,3.0,7000.0,4.0,0,2900.0,0.0,Célibataire,Monsieur,0.0,0.0,0.0,0.0,2000.0,650.0,0.0,8000.0,False,0,0.0,Aucun coemprunteur,Aucun coemprunteur,0.0,0.0,0.0,0.0,non_encaisse,0.0,0.0,INCONNU,4,35-40,10
locataire,0.0,0.0,62000.0,5.0,0,1200.0,1800.0,Marié(e),Madame,0.0,1.0,0.0,0.0,0.0,1.0,0.0,5000.0,False,0,14.285714285714285,Marié(e),Monsieur,0.0,1.0,0.0,0.0,non_encaisse,0.0,0.0,INCONNU,2,70+,8
proprietaire,101406.65,3.0,19749.0,3.0,1,1935.41,0.0,Célibataire,Madame,0.0,9.0,0.0,0.0,600.0,0.0,0.0,10000.0,False,0,207.36535714285714,Aucun coemprunteur,Aucun coemprunteur,0.0,0.0,0.0,0.0,non_encaisse,0.0,0.0,CDI,2,30-35,10
proprietaire,181032.0,2.0,35363.0,2.0,2,3726.66,0.0,Marié(e),Monsieur,0.0,11.0,0.0,0.0,0.0,1.0,0.0,10000.0,False,0,488.015,Marié(e),Monsieur,0.0,0.0,0.0,0.0,non_encaisse,0.0,0.0,CDI,1,50-55,4
proprietaire,200000.0,1.0,27500.0,4.0,0,1800.0,1800.0,Marié(e),Monsieur,0.0,3.0,0.0,0.0,0.0,900.0,0.0,5000.0,False,0,64.28571428571428,Marié(e),Monsieur,0.0,3.0,0.0,0.0,non_encaisse,0.0,0.0,CDI,1,50-55,4
proprietaire,0.0,0.0,45000.0,1.0,0,1850.0,0.0,Célibataire,Monsieur,0.0,1.0,0.0,0.0,0.0,1.0,0.0,5000.0,False,0,22.023809523809522,Aucun coemprunteur,Aucun coemprunteur,0.0,0.0,0.0,0.0,non_encaisse,0.0,0.0,RETRAITE,2,70+,10
locataire,0.0,0.0,40000.0,5.0,0,2086.0,0.0,Célibataire,Madame,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2000.0,False,0,24.833333333333332,Aucun coemprunteur,Aucun coemprunteur,0.0,0.0,0.0,0.0,non_encaisse,0.0,0.0,INCONNU,1,70+,10
proprietaire,0.0,0.0,20809.71,3.0,4,3475.87,0.0,Marié(e),Monsieur,467.25,9.0,0.0,0.0,0.0,1.0,0.0,5000.0,False,0,372.41464285714284,Marié(e),Madame,0.0,1.0,0.0,0.0,non_encaisse,0.0,0.0,CDI,1,50-55,4
proprietaire,44390.0,1.0,0.0,0.0,1,2062.0,0.0,Divorcé(e),Monsieur,0.0,20.0,0.0,0.0,0.0,0.0,0.0,75000.0,False,0,490.9523809523809,Aucun coemprunteur,Aucun coemprunteur,0.0,0.0,0.0,0.0,non_encaisse,0.0,0.0,CDI,4,45-50,10
locataire,0.0,0.0,45334.0,3.0,0,2200.25,0.0,Célibataire,Monsieur,0.0,36.0,0.0,0.0,0.0,470.0,0.0,0.0,False,0,942.9642857142857,Aucun coemprunteur,Aucun coemprunteur,0.0,0.0,0.0,0.0,non_encaisse,0.0,0.0,CDI,2,55-60,10
proprietaire,100000.0,1.0,90000.0,3.0,1,2200.0,0.0,Célibataire,Monsieur,0.0,1.0,0.0,0.0,0.0,900.0,0.0,5000.0,False,0,26.19047619047619,Aucun coemprunteur,Aucun coemprunteur,0.0,0.0,0.0,0.0,non_encaisse,0.0,0.0,CDI,4,50-55,10
proprietaire,0.0,0.0,47970.7,2.0,0,2219.05,0.0,Divorcé(e),Madame,0.0,4.0,0.0,0.0,3000.0,0.0,385.86,3000.0,False,0,105.66904761904762,Aucun coemprunteur,Aucun coemprunteur,0.0,0.0,0.0,0.0,non_encaisse,0.0,0.0,CDI,2,50-55,10
locataire,0.0,0.0,0.0,0.0,0,0.0,0.0,Célibataire,Monsieur,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000.0,False,0,0.0,Aucun coemprunteur,Aucun coemprunteur,0.0,0.0,0.0,0.0,non_encaisse,0.0,0.0,INCONNU,0,inconnu,10
proprietaire,192000.0,1.0,15600.0,2.0,3,1700.0,2000.0,Pacsé(e),Monsieur,338.8,0.0,0.0,0.0,1500.0,1000.0,0.0,5000.0,False,5,0.0,Pacsé(e),Monsieur,0.0,13.0,0.0,0.0,non_encaisse,0.0,0.0,CDI,4,35-40,2
proprietaire,11000.0,1.0,6000.0,3.0,0,20000.0,0.0,Célibataire,Monsieur,0.0,0.0,0.0,0.0,0.0,630.0,0.0,1800.0,False,0,0.0,Aucun coemprunteur,Aucun coemprunteur,0.0,0.0,0.0,0.0,non_encaisse,0.0,0.0,INCONNU,4,30-35,10
proprietaire,360000.0,1.0,10800.0,2.0,1,3250.0,4333.33,Marié(e),Monsieur,0.0,7.0,0.0,0.0,500.0,0.0,0.0,15000.0,False,0,270.8333333333333,Marié(e),Madame,0.0,24.0,0.0,0.0,non_encaisse,0.0,0.0,CDI,1,50-55,5
proprietaire,0.0,0.0,0.0,0.0,0,0.0,0.0,Concubins,Madame,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5000.0,False,0,0.0,Aucun coemprunteur,Aucun coemprunteur,0.0,0.0,0.0,0.0,non_encaisse,0.0,0.0,INCONNU,4,45-50,10
proprietaire,0.0,0.0,65867.0,7.0,2,3371.58,2660.0,Marié(e),Madame,0.0,6.0,0.0,0.0,2000.0,900.0,0.0,10000.0,False,0,240.82714285714283,Marié(e),Monsieur,0.0,15.0,0.0,0.0,non_encaisse,0.0,0.0,CDI,3,45-50,5
locataire,0.0,0.0,16551.11,6.0,0,2500.0,1700.0,Marié(e),Monsieur,0.0,1.0,0.0,0.0,0.0,796.0,0.0,0.0,False,0,29.76190476190476,Marié(e),Monsieur,0.0,1.0,0.0,0.0,non_encaisse,0.0,0.0,INTERIM,1,45-50,4
locataire,0.0,0.0,35226.8,3.0,3,1580.0,2200.0,Marié(e),Madame,148.52,4.0,0.0,0.0,700.0,675.0,0.0,1000.0,False,0,75.23809523809524,Marié(e),Monsieur,0.0,3.0,0.0,0.0,non_encaisse,0.0,0.0,CDI,2,40-45,2
proprietaire,0.0,0.0,30000.0,5.0,0,3500.0,3500.0,Marié(e),Monsieur,0.0,18.0,0.0,0.0,1000.0,520.0,0.0,6000.0,False,0,750.0,Marié(e),Monsieur,0.0,12.0,0.0,0.0,non_encaisse,0.0,0.0,RETRAITE,4,70+,8
locataire,0.0,0.0,16064.0,7.0,0,4750.0,0.0,Célibataire,Monsieur,0.0,0.0,0.0,0.0,0.0,1570.0,0.0,3000.0,False,0,0.0,Aucun coemprunteur,Aucun coemprunteur,0.0,0.0,0.0,0.0,non_encaisse,0.0,0.0,INCONNU,3,35-40,10
locataire,0.0,0.0,35226.8,3.0,3,1580.0,2200.0,Marié(e),Madame,148.52,4.0,0.0,0.0,700.0,675.0,0.0,1000.0,False,0,75.23809523809524,Marié(e),Monsieur,0.0,3.0,0.0,0.0,non_encaisse,0.0,0.0,CDI,2,40-45,2
proprietaire,250000.0,1.0,34941.0,3.0,2,3300.0,0.0,Célibataire,Monsieur,0.0,1.0,0.0,0.0,0.0,900.0,0.0,5000.0,False,0,39.285714285714285,Aucun coemprunteur,Aucun coemprunteur,0.0,0.0,0.0,0.0,non_encaisse,0.0,0.0,CDI,1,45-50,10
proprietaire,234000.0,2.0,0.0,0.0,0,2200.0,0.0,Célibataire,Monsieur,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000.0,False,0,0.0,Aucun coemprunteur,Aucun coemprunteur,0.0,0.0,0.0,0.0,non_encaisse,0.0,0.0,CDI,1,25-30,10
proprietaire,108090.0,1.0,50000.0,1.0,0,1400.0,3681.74,Marié(e),Madame,0.0,4.0,0.0,0.0,800.0,1.0,0.0,25000.0,False,0,66.66666666666666,Marié(e),Monsieur,0.0,18.0,0.0,0.0,non_encaisse,0.0,0.0,CDI,1,60-65,6
proprietaire,205000.0,2.0,49400.0,2.0,0,3780.0,0.0,Divorcé(e),Madame,0.0,9.0,0.0,0.0,1000.0,0.0,0.0,0.0,False,0,405.0,Aucun coemprunteur,Aucun coemprunteur,0.0,0.0,0.0,0.0,non_encaisse,0.0,0.0,RETRAITE,3,70+,10
proprietaire,0.0,0.0,30000.0,3.0,0,3000.0,0.0,Célibataire,Monsieur,0.0,0.0,0.0,0.0,0.0,900.0,0.0,5000.0,False,0,0.0,Aucun coemprunteur,Aucun coemprunteur,0.0,0.0,0.0,0.0,non_encaisse,0.0,0.0,INCONNU,2,55-60,10
