type_dossier,cumul_crd_immo,nbr_credit_immo,cumul_crd_conso,nbr_credit_conso,nbr_enfants,emprunteur_salaire,coemprunteur_salaire,emprunteur.situation_familiale.libelle,emprunteur.intitule,emprunteur.allocation_familiale,emprunteur.anciennete,emprunteur.dette_divers.retard_loyer,emprunteur.dette_divers.retard_impot,emprunteur.dette_divers.decouvert,emprunteur.charge.loyer,emprunteur.charge.charge_courante,emprunteur.complement.tresorerie,emprunteur.complement_banque.huissier,emprunteur.nombre_rejets,emprunteur.estimation_retraite,coemprunteur.situation_familiale.libelle,coemprunteur.intitule,coemprunteur.allocation_familiale,coemprunteur.anciennete,coemprunteur.nombre_rejets,coemprunteur.estimation_retraite,est_encaisse,emprunteur_subventions,coemprunteur_subventions,type_contrat_menage,CategorieDPT,age_cat,co_age_cat
proprietaire,94970.0,1.0,67000.0,2.0,0,3683.33,0.0,Marié(e),Madame,0.0,21.0,0.0,0.0,0.0,705.0,0.0,15000.0,False,0,920.8325,Marié(e),Monsieur,0.0,0.2,0.0,0.0,non_encaisse,0.0,0.0,CDI,2,55-60,6
proprietaire,162000.0,1.0,37000.0,3.0,2,1500.0,0.0,Concubins,Monsieur,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5000.0,False,0,17.857142857142858,Aucun coemprunteur,Aucun coemprunteur,0.0,0.0,0.0,0.0,non_encaisse,0.0,0.0,CDI,2,35-40,10
proprietaire,0.0,0.0,14516.0,2.0,0,1637.41,0.0,Marié(e),Monsieur,0.0,0.0,0.0,0.0,1250.0,0.0,0.0,1000.0,False,0,0.0,Aucun coemprunteur,Aucun coemprunteur,0.0,0.0,0.0,0.0,non_encaisse,0.0,0.0,RETRAITE,2,70+,10
proprietaire,52000.0,2.0,11400.0,2.0,0,2300.0,0.0,Célibataire,Monsieur,0.0,2.0,0.0,0.0,0.0,0.0,0.0,20000.0,False,0,54.76190476190476,Aucun coemprunteur,Aucun coemprunteur,0.0,0.0,0.0,0.0,non_encaisse,0.0,0.0,CDI,4,25-30,10
locataire,0.0,0.0,31000.0,4.0,2,2850.0,0.0,Marié(e),Monsieur,0.0,5.5,0.0,0.0,0.0,530.0,0.0,5000.0,False,0,186.60714285714286,Aucun coemprunteur,Aucun coemprunteur,0.0,0.0,0.0,0.0,encaisse,0.0,0.0,CDI,1,35-40,10
proprietaire,175000.0,1.0,75000.0,3.0,0,5500.0,0.0,Célibataire,Madame,0.0,6.0,0.0,0.0,0.0,1000.0,0.0,10000.0,False,0,392.85714285714283,Aucun coemprunteur,Aucun coemprunteur,0.0,0.0,0.0,0.0,non_encaisse,0.0,0.0,CDI,1,50-55,10
proprietaire,140000.0,1.0,39999.0,3.0,3,2054.0,0.0,Marié(e),Monsieur,0.0,1.0,0.0,0.0,0.0,0.0,0.0,50000.0,False,0,24.452380952380953,Aucun coemprunteur,Aucun coemprunteur,0.0,0.0,0.0,0.0,non_encaisse,0.0,0.0,CDI,1,35-40,10
proprietaire,0.0,0.0,15000.0,2.0,1,2708.34,0.0,Concubins,Monsieur,0.0,4.0,0.0,0.0,0.0,0.0,0.0,25000.0,False,2,128.96857142857144,Aucun coemprunteur,Aucun coemprunteur,0.0,0.0,0.0,0.0,non_encaisse,0.0,0.0,CDI,3,40-45,10
proprietaire,83000.0,1.0,0.0,0.0,0,2200.0,0.0,Célibataire,Monsieur,0.0,1.0,0.0,0.0,0.0,900.0,0.0,5000.0,False,0,26.19047619047619,Aucun coemprunteur,Aucun coemprunteur,0.0,0.0,0.0,0.0,non_encaisse,0.0,0.0,CDI,1,35-40,10
proprietaire,199000.0,1.0,59000.0,2.0,2,3499.0,1499.0,Célibataire,Monsieur,0.0,1.0,0.0,0.0,0.0,1000.0,0.0,5000.0,False,0,41.654761904761905,Célibataire,Monsieur,0.0,1.0,0.0,0.0,non_encaisse,0.0,0.0,CDI,4,35-40,6
locataire,0.0,0.0,32000.0,3.0,0,2312.83,0.0,Divorcé(e),Madame,0.0,16.0,0.0,0.0,1500.0,620.0,0.0,0.0,False,0,440.5390476190476,Aucun coemprunteur,Aucun coemprunteur,0.0,0.0,0.0,0.0,non_encaisse,0.0,0.0,CDI,2,55-60,10
locataire,0.0,0.0,13020.0,2.0,0,2185.4,0.0,Célibataire,Monsieur,0.0,0.1,0.0,0.0,500.0,590.0,0.0,30000.0,False,0,2.601666666666667,Aucun coemprunteur,Aucun coemprunteur,0.0,0.0,0.0,0.0,non_encaisse,0.0,0.0,CDI,1,35-40,10
locataire,0.0,0.0,60213.76,5.0,0,1800.0,1260.0,Marié(e),Madame,0.0,1.0,580.0,0.0,850.0,580.0,0.0,5000.0,False,0,21.428571428571427,Marié(e),Monsieur,0.0,1.0,0.0,0.0,non_encaisse,70.0,0.0,CDI,4,50-55,6
proprietaire,432535.0,4.0,48072.0,3.0,0,3333.33,0.0,Divorcé(e),Monsieur,0.0,8.0,0.0,0.0,0.0,0.0,0.0,5000.0,False,0,0.0,Aucun coemprunteur,Aucun coemprunteur,0.0,0.0,0.0,0.0,non_encaisse,0.0,0.0,CDI,2,70+,10
proprietaire,146000.0,1.0,21350.0,3.0,2,1380.0,2166.66,Concubins,Madame,148.52,1.5,0.0,0.0,1500.0,900.0,0.0,10000.0,False,0,24.642857142857142,Concubins,Monsieur,0.0,7.0,0.0,0.0,non_encaisse,0.0,0.0,CDI,1,40-45,5
locataire,0.0,0.0,27350.0,3.0,2,2339.0,843.83,Pacsé(e),Monsieur,148.52,6.0,0.0,0.0,300.0,620.0,0.0,5000.0,False,3,0.0,Pacsé(e),Madame,0.0,8.0,0.0,0.0,non_encaisse,0.0,0.0,CDI,2,35-40,2
proprietaire,37000.0,1.0,10200.0,2.0,2,1600.0,0.0,Célibataire,Madame,0.0,3.0,0.0,780.0,0.0,430.0,0.0,0.0,False,0,57.14285714285714,Aucun coemprunteur,Aucun coemprunteur,0.0,0.0,0.0,0.0,non_encaisse,391.0,0.0,CDI,4,35-40,10
locataire,0.0,0.0,37760.0,9.0,0,2027.41,0.0,Célibataire,Monsieur,0.0,5.0,0.0,0.0,300.0,300.0,0.0,2500.0,False,0,120.67916666666666,Aucun coemprunteur,Aucun coemprunteur,0.0,0.0,0.0,0.0,non_encaisse,0.0,0.0,CDI,2,50-55,10
locataire,0.0,0.0,39999.0,3.0,0,2450.0,0.0,Célibataire,Monsieur,0.0,0.0,0.0,0.0,0.0,744.0,0.0,2000.0,False,0,0.0,Aucun coemprunteur,Aucun coemprunteur,0.0,0.0,0.0,0.0,non_encaisse,0.0,0.0,INCONNU,1,35-40,10
proprietaire,268400.0,1.0,30000.0,3.0,3,2950.0,2900.0,Marié(e),Monsieur,0.0,1.0,0.0,0.0,0.0,630.0,0.0,5000.0,False,0,35.11904761904762,Marié(e),Monsieur,0.0,1.0,0.0,0.0,non_encaisse,0.0,0.0,CDI,4,45-50,4
proprietaire,0.0,0.0,43000.0,1.0,0,1850.0,0.0,Célibataire,Monsieur,0.0,1.0,0.0,0.0,0.0,900.0,0.0,5000.0,False,0,22.023809523809522,Aucun coemprunteur,Aucun coemprunteur,0.0,0.0,0.0,0.0,non_encaisse,0.0,0.0,CDI,2,70+,10
proprietaire,150000.0,2.0,90000.0,2.0,0,2200.0,0.0,Célibataire,Monsieur,0.0,1.0,0.0,0.0,0.0,630.0,0.0,5000.0,False,0,26.19047619047619,Aucun coemprunteur,Aucun coemprunteur,0.0,0.0,0.0,0.0,non_encaisse,0.0,0.0,CDI,4,60-65,10
proprietaire,85000.0,1.0,30000.0,2.0,1,3000.0,4000.0,Marié(e),Monsieur,0.0,5.0,0.0,0.0,600.0,630.0,0.0,5000.0,False,0,178.57142857142856,Marié(e),Monsieur,0.0,15.0,0.0,0.0,non_encaisse,0.0,0.0,CDI,1,55-60,6
proprietaire,105000.0,1.0,22900.0,2.0,0,1847.91,0.0,Célibataire,Madame,0.0,4.5,0.0,0.0,0.0,0.0,0.0,5000.0,False,0,98.99517857142857,Aucun coemprunteur,Aucun coemprunteur,0.0,0.0,0.0,0.0,non_encaisse,0.0,0.0,CDI,2,25-30,10
proprietaire,0.0,0.0,61500.0,7.0,2,2730.0,1300.0,Célibataire,Monsieur,0.0,0.11,0.0,0.0,1000.0,0.0,0.0,20000.0,False,0,3.5749999999999997,Célibataire,Madame,0.0,10.0,0.0,0.0,non_encaisse,0.0,0.0,CDI,4,40-45,1
proprietaire,0.0,0.0,7744.0,3.0,2,4000.0,0.0,Divorcé(e),Monsieur,148.52,1.3,0.0,0.0,0.0,630.0,0.0,30000.0,False,0,61.904761904761905,Aucun coemprunteur,Aucun coemprunteur,0.0,0.0,0.0,0.0,non_encaisse,0.0,0.0,CDI,1,40-45,10
locataire,0.0,0.0,15800.0,2.0,0,2450.0,0.0,Célibataire,Monsieur,0.0,0.0,0.0,0.0,0.0,844.0,0.0,4500.0,False,0,0.0,Aucun coemprunteur,Aucun coemprunteur,0.0,0.0,0.0,0.0,non_encaisse,0.0,0.0,INCONNU,4,55-60,10
proprietaire,0.0,0.0,86268.0,3.0,0,2900.0,3000.0,Marié(e),Monsieur,0.0,7.0,0.0,0.0,300.0,0.0,0.0,23000.0,False,0,241.66666666666666,Marié(e),Monsieur,0.0,38.0,0.0,0.0,non_encaisse,0.0,0.0,CDI,1,70+,6
proprietaire,0.0,0.0,180000.0,3.0,0,4150.0,0.0,Célibataire,Madame,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5000.0,False,0,49.404761904761905,Aucun coemprunteur,Aucun coemprunteur,0.0,0.0,0.0,0.0,non_encaisse,0.0,0.0,CDI,4,45-50,10
proprietaire,70000.0,1.0,24500.0,2.0,1,2083.33,0.0,Célibataire,Madame,0.0,10.0,0.0,0.0,0.0,0.0,0.0,5000.0,False,0,248.01547619047616,Aucun coemprunteur,Aucun coemprunteur,0.0,0.0,0.0,0.0,non_encaisse,0.0,0.0,CDI,4,45-50,10
locataire,0.0,0.0,60000.0,5.0,0,2500.0,0.0,Célibataire,Monsieur,0.0,0.0,0.0,0.0,0.0,1.0,0.0,15000.0,False,0,0.0,Aucun coemprunteur,Aucun coemprunteur,0.0,0.0,0.0,0.0,non_encaisse,0.0,0.0,INCONNU,2,30-35,10
proprietaire,0.0,0.0,21000.0,2.0,0,2160.0,0.0,Divorcé(e),Madame,0.0,9.0,0.0,0.0,0.0,630.0,0.0,35000.0,False,0,231.42857142857142,Aucun coemprunteur,Aucun coemprunteur,0.0,0.0,0.0,0.0,non_encaisse,0.0,0.0,RETRAITE,1,70+,10
locataire,0.0,0.0,28500.0,2.0,1,1736.19,995.0,Marié(e),Monsieur,0.0,2.0,0.0,0.0,0.0,635.0,0.0,0.0,False,0,41.33785714285714,Marié(e),Monsieur,0.0,5.8,0.0,0.0,non_encaisse,0.0,0.0,CDI,1,45-50,4
proprietaire,0.0,0.0,2100.0,1.0,0,1073.0,0.0,Célibataire,Monsieur,0.0,0.0,0.0,0.0,0.0,0.0,150.0,5000.0,False,0,0.0,Aucun coemprunteur,Aucun coemprunteur,0.0,0.0,0.0,0.0,non_encaisse,0.0,0.0,INCONNU,2,70+,10
locataire,0.0,0.0,33000.0,3.0,0,19000.0,0.0,Veuf/Veuve,Madame,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2000.0,False,0,226.19047619047618,Aucun coemprunteur,Aucun coemprunteur,0.0,0.0,0.0,0.0,non_encaisse,0.0,0.0,INCONNU,4,60-65,10
proprietaire,0.0,0.0,4590605.0,5.0,0,3236.0,0.0,Célibataire,Monsieur,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,5000.0,False,0,0.0,Aucun coemprunteur,Aucun coemprunteur,0.0,0.0,0.0,0.0,non_encaisse,0.0,0.0,INCONNU,2,35-40,10
locataire,0.0,0.0,38325.0,3.0,0,2500.0,0.0,Concubins,Monsieur,0.0,19.0,0.0,0.0,0.0,500.0,0.0,12000.0,False,0,565.4761904761905,Aucun coemprunteur,Aucun coemprunteur,0.0,0.0,0.0,0.0,non_encaisse,0.0,0.0,CDI,3,55-60,10
proprietaire,0.0,0.0,72000.0,2.0,1,10200.0,0.0,Célibataire,Madame,0.0,10.0,0.0,0.0,5000.0,0.0,0.0,35000.0,False,0,1214.2857142857142,Aucun coemprunteur,Aucun coemprunteur,0.0,0.0,0.0,0.0,non_encaisse,0.0,0.0,PROFESSION LIBERALE,1,50-55,10
proprietaire,152000.0,1.0,5800.0,2.0,0,2000.0,0.0,Célibataire,Madame,0.0,1.0,0.0,0.0,1000.0,900.0,0.0,2000.0,False,0,23.809523809523807,Aucun coemprunteur,Aucun coemprunteur,0.0,0.0,0.0,0.0,non_encaisse,0.0,0.0,CDI,1,45-50,10
proprietaire,0.0,0.0,26236.0,5.0,0,1856.56,0.0,Concubins,Monsieur,0.0,9.0,0.0,0.0,0.0,0.0,0.0,20000.0,False,0,198.91714285714284,Concubins,Madame,0.0,15.0,0.0,0.0,non_encaisse,0.0,0.0,RETRAITE,2,55-60,3
locataire,0.0,0.0,23506.0,5.0,0,2340.0,0.0,Divorcé(e),Monsieur,0.0,0.1,0.0,0.0,0.0,550.0,0.0,600.0,False,0,2.785714285714286,Aucun coemprunteur,Aucun coemprunteur,0.0,0.0,0.0,0.0,non_encaisse,0.0,0.0,CDI,1,45-50,10
proprietaire,115000.0,1.0,90000.0,4.0,0,1700.0,0.0,Célibataire,Monsieur,0.0,1.0,0.0,0.0,0.0,1000.0,0.0,5000.0,False,0,20.238095238095237,Aucun coemprunteur,Aucun coemprunteur,0.0,0.0,0.0,0.0,non_encaisse,0.0,0.0,INCONNU,0,35-40,10
proprietaire,25900.0,2.0,33317.0,3.0,0,2204.0,1925.42,Concubins,Madame,0.0,2.0,0.0,0.0,0.0,0.0,0.0,8000.0,False,6,52.476190476190474,Concubins,Monsieur,0.0,2.0,0.0,0.0,non_encaisse,0.0,0.0,RETRAITE,0,60-65,8
proprietaire,0.0,0.0,23000.0,2.0,0,1800.0,0.0,Divorcé(e),Monsieur,0.0,20.0,0.0,0.0,700.0,630.0,0.0,16000.0,False,3,428.57142857142856,Aucun coemprunteur,Aucun coemprunteur,0.0,0.0,0.0,0.0,non_encaisse,0.0,0.0,CDI,4,50-55,10
proprietaire,136000.0,2.0,15000.0,2.0,2,2600.0,0.0,Célibataire,Madame,0.0,23.0,0.0,0.0,1500.0,1000.0,0.0,5000.0,False,0,711.9047619047619,Aucun coemprunteur,Aucun coemprunteur,0.0,0.0,0.0,0.0,non_encaisse,0.0,0.0,CDI,1,50-55,10
proprietaire,0.0,0.0,35000.0,5.0,0,2500.0,0.0,Veuf/Veuve,Monsieur,0.0,15.0,0.0,0.0,0.0,1.0,0.0,10000.0,False,0,446.42857142857144,Aucun coemprunteur,Aucun coemprunteur,0.0,0.0,0.0,0.0,non_encaisse,0.0,0.0,RETRAITE,4,70+,10
locataire,0.0,0.0,24000.0,4.0,0,1800.0,0.0,Célibataire,Monsieur,0.0,0.0,0.0,0.0,0.0,610.0,0.0,5000.0,False,0,0.0,Aucun coemprunteur,Aucun coemprunteur,0.0,0.0,0.0,0.0,non_encaisse,0.0,0.0,INCONNU,0,30-35,10
locataire,0.0,0.0,30999.0,3.0,0,1800.0,0.0,Célibataire,Monsieur,0.0,14.0,0.0,0.0,0.0,500.0,0.0,2000.0,False,0,300.0,Aucun coemprunteur,Aucun coemprunteur,0.0,0.0,0.0,0.0,non_encaisse,0.0,0.0,CDI,1,55-60,10
proprietaire,0.0,0.0,11000.0,3.0,1,2600.0,0.0,Marié(e),Madame,0.0,1.0,0.0,0.0,0.0,1000.0,0.0,0.0,False,0,30.95238095238095,Aucun coemprunteur,Aucun coemprunteur,0.0,0.0,0.0,0.0,non_encaisse,0.0,0.0,CDI,2,55-60,10
locataire,0.0,0.0,28200.0,3.0,3,2581.5,0.0,Marié(e),Madame,148.52,1.0,0.0,0.0,500.0,730.0,0.0,0.0,False,0,30.732142857142854,Aucun coemprunteur,Aucun coemprunteur,0.0,0.0,0.0,0.0,non_encaisse,39.0,0.0,CDI,1,40-45,10
proprietaire,0.0,0.0,51520.0,2.0,0,700.0,2800.0,Marié(e),Madame,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4000.0,False,3,33.33333333333333,Marié(e),Monsieur,0.0,5.0,0.0,0.0,non_encaisse,0.0,0.0,RETRAITE,4,70+,8
proprietaire,163000.0,1.0,39900.0,2.0,3,1726.58,0.0,Marié(e),Madame,338.8,3.0,0.0,0.0,0.0,1000.0,0.0,0.0,False,0,61.66357142857142,Aucun coemprunteur,Monsieur,0.0,0.0,0.0,0.0,non_encaisse,0.0,0.0,CDI,4,35-40,10
proprietaire,0.0,0.0,93929.6,7.0,1,3011.72,0.0,Célibataire,Monsieur,0.0,23.0,0.0,0.0,0.0,1000.0,0.0,5000.0,False,0,824.6376190476191,Aucun coemprunteur,Aucun coemprunteur,0.0,0.0,0.0,0.0,non_encaisse,0.0,0.0,CDI,3,45-50,10
proprietaire,0.0,0.0,11327.77,3.0,0,1500.0,1200.0,Marié(e),Madame,0.0,0.0,0.0,0.0,800.0,0.0,0.0,5000.0,False,0,0.0,Marié(e),Monsieur,0.0,0.0,0.0,0.0,encaisse,0.0,0.0,RETRAITE,2,60-65,7
proprietaire,0.0,0.0,25745.64,5.0,0,0.0,0.0,Séparé(e),Monsieur,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000.0,False,0,0.0,Aucun coemprunteur,Aucun coemprunteur,0.0,0.0,0.0,0.0,non_encaisse,0.0,0.0,INCONNU,1,50-55,10
proprietaire,0.0,0.0,79000.0,4.0,2,5360.0,0.0,Marié(e),Monsieur,0.0,4.0,0.0,0.0,0.0,900.0,0.0,5000.0,False,0,255.2380952380952,Marié(e),Monsieur,0.0,1.0,0.0,0.0,non_encaisse,0.0,0.0,CDI,1,30-35,6
locataire,0.0,0.0,52340.78999999999,4.0,0,1320.0,2101.09,Marié(e),Madame,0.0,2.0,0.0,3330.0,562.26,730.0,0.0,8500.0,False,11,31.428571428571427,Marié(e),Madame,0.0,5.0,0.0,0.0,non_encaisse,0.0,0.0,CDI,1,45-50,4
proprietaire,0.0,0.0,25906.0,4.0,0,1700.0,0.0,Marié(e),Madame,0.0,1.0,0.0,0.0,0.0,900.0,0.0,4500.0,False,0,20.238095238095237,Aucun coemprunteur,Aucun coemprunteur,0.0,0.0,0.0,0.0,non_encaisse,0.0,0.0,CDI,4,55-60,10
proprietaire,105000.0,1.0,141000.0,4.0,0,2333.33,0.0,Marié(e),Monsieur,0.0,19.0,0.0,0.0,800.0,0.0,0.0,0.0,False,0,527.7770238095238,Aucun coemprunteur,Aucun coemprunteur,0.0,0.0,0.0,0.0,non_encaisse,0.0,0.0,CDI,4,50-55,10
locataire,0.0,0.0,20193.17,9.0,0,2587.66,0.0,Séparé(e),Monsieur,0.0,1.5,0.0,0.0,300.0,860.0,0.0,8000.0,False,0,46.20821428571428,Aucun coemprunteur,Aucun coemprunteur,0.0,0.0,0.0,0.0,non_encaisse,0.0,0.0,CDI,1,45-50,10
proprietaire,0.0,0.0,30451.97,10.0,0,1713.41,0.0,Veuf/Veuve,Madame,0.0,1.0,0.0,0.0,0.0,1000.0,0.0,5000.0,False,0,20.397738095238093,Aucun coemprunteur,Aucun coemprunteur,0.0,0.0,0.0,0.0,non_encaisse,0.0,0.0,RETRAITE,2,70+,10
proprietaire,50000.0,1.0,35000.0,2.0,0,1900.0,0.0,Célibataire,Madame,0.0,1.0,0.0,0.0,0.0,1.0,0.0,3000.0,False,0,22.619047619047617,Aucun coemprunteur,Aucun coemprunteur,0.0,0.0,0.0,0.0,non_encaisse,0.0,0.0,CDI,1,40-45,10
proprietaire,0.0,0.0,30000.0,3.0,1,2000.0,0.0,Célibataire,Madame,0.0,1.0,0.0,0.0,0.0,1.0,0.0,5000.0,False,0,23.809523809523807,Aucun coemprunteur,Aucun coemprunteur,0.0,0.0,0.0,0.0,non_encaisse,0.0,0.0,CDI,1,55-60,10
proprietaire,0.0,0.0,114075.05,5.0,2,3129.58,2576.07,Marié(e),Madame,139.84,23.0,0.0,0.0,0.0,0.0,1172.15,20072.83,False,0,856.9088095238096,Marié(e),Monsieur,0.0,19.0,0.0,0.0,non_encaisse,0.0,0.0,CDI,2,40-45,5
proprietaire,0.0,0.0,21560.0,2.0,0,2300.0,0.0,Célibataire,Madame,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000.0,False,0,0.0,Aucun coemprunteur,Aucun coemprunteur,0.0,0.0,0.0,0.0,non_encaisse,0.0,0.0,RETRAITE,0,70+,10
proprietaire,0.0,0.0,23542.0,5.0,0,2204.5,565.42,Marié(e),Monsieur,0.0,0.0,0.0,0.0,1520.0,0.0,0.0,9331.0,False,0,0.0,Marié(e),Madame,0.0,0.0,0.0,0.0,non_encaisse,0.0,0.0,RETRAITE,1,70+,8
proprietaire,0.0,0.0,20875.0,5.0,0,2946.0,0.0,Pacsé(e),Monsieur,505.0,1.0,0.0,0.0,0.0,1000.0,0.0,32000.0,False,0,35.07142857142857,Pacsé(e),Madame,0.0,0.0,0.0,0.0,non_encaisse,0.0,0.0,CDI,4,40-45,2
locataire,0.0,0.0,30000.0,3.0,0,1750.0,0.0,Célibataire,Monsieur,0.0,4.0,0.0,0.0,0.0,300.0,0.0,8000.0,False,0,83.33333333333333,Aucun coemprunteur,Aucun coemprunteur,0.0,0.0,0.0,0.0,non_encaisse,0.0,0.0,CDI,4,25-30,10
locataire,0.0,0.0,32700.0,7.0,3,1884.0,0.0,Marié(e),Monsieur,148.52,3.0,0.0,0.0,600.0,600.0,0.0,0.0,False,0,67.28571428571428,Aucun coemprunteur,Aucun coemprunteur,0.0,0.0,0.0,0.0,non_encaisse,226.0,0.0,CDI,3,30-35,10
proprietaire,0.0,0.0,14500.0,3.0,2,2483.33,0.0,Divorcé(e),Monsieur,0.0,6.0,0.0,0.0,800.0,105.0,0.0,15000.0,False,0,177.38071428571428,Aucun coemprunteur,Aucun coemprunteur,0.0,0.0,0.0,0.0,non_encaisse,0.0,0.0,CDI,1,45-50,10
proprietaire,175000.0,1.0,9500.0,2.0,2,791.66,2100.0,Marié(e),Madame,148.52,8.0,0.0,0.0,0.0,0.0,0.0,10000.0,False,0,75.39619047619047,Marié(e),Monsieur,0.0,6.0,0.0,0.0,non_encaisse,0.0,0.0,CDI,1,30-35,1
proprietaire,125000.0,1.0,15000.0,3.0,0,2300.0,0.0,Divorcé(e),Madame,0.0,17.0,0.0,0.0,0.0,630.0,0.0,5000.0,False,0,465.4761904761905,Aucun coemprunteur,Aucun coemprunteur,0.0,0.0,0.0,0.0,non_encaisse,0.0,0.0,INCONNU,4,60-65,10
proprietaire,0.0,0.0,69999.0,3.0,3,2769.0,0.0,Marié(e),Madame,0.0,1.0,0.0,0.0,0.0,1.0,0.0,10000.0,False,0,32.964285714285715,Aucun coemprunteur,Aucun coemprunteur,0.0,0.0,0.0,0.0,non_encaisse,0.0,0.0,CDI,4,50-55,10
proprietaire,80118.0,1.0,17070.0,4.0,2,1391.0,1706.0,Marié(e),Madame,129.0,0.5,0.0,0.0,0.0,630.0,0.0,10090.0,False,0,8.279761904761905,Marié(e),Monsieur,0.0,4.0,0.0,0.0,non_encaisse,0.0,0.0,CDI,4,45-50,5
proprietaire,1.0,1.0,10000.0,2.0,2,2761.99,0.0,Marié(e),Madame,0.0,8.0,0.0,0.0,0.0,0.0,0.0,21000.0,False,0,263.0466666666666,Aucun coemprunteur,Aucun coemprunteur,0.0,0.0,0.0,0.0,non_encaisse,0.0,0.0,TNS,1,45-50,10
proprietaire,0.0,0.0,0.0,0.0,0,0.0,0.0,Célibataire,Monsieur,0.0,0.0,0.0,0.0,0.0,630.0,0.0,5000.0,False,0,0.0,Aucun coemprunteur,Aucun coemprunteur,0.0,0.0,0.0,0.0,non_encaisse,0.0,0.0,INCONNU,1,<25,10
locataire,0.0,0.0,28998.0,6.0,0,1426.0,0.0,Célibataire,Monsieur,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5000.0,False,0,0.0,Aucun coemprunteur,Aucun coemprunteur,0.0,0.0,0.0,0.0,non_encaisse,0.0,0.0,INCONNU,2,45-50,10
proprietaire,0.0,0.0,18024.21,2.0,0,4455.83,0.0,Célibataire,Monsieur,0.0,6.0,0.0,0.0,0.0,430.0,0.0,5000.0,False,0,318.2735714285714,Aucun coemprunteur,Aucun coemprunteur,0.0,0.0,0.0,0.0,non_encaisse,0.0,0.0,CDI,3,45-50,10
proprietaire,98000.0,1.0,6463.0,1.0,0,1300.0,0.0,Célibataire,Madame,0.0,1.2,0.0,0.0,0.0,1000.0,0.0,5000.0,False,0,18.57142857142857,Aucun coemprunteur,Aucun coemprunteur,0.0,0.0,0.0,0.0,non_encaisse,0.0,0.0,RETRAITE,2,60-65,10
locataire,0.0,0.0,33798.0,6.0,3,3600.0,0.0,Célibataire,Madame,0.0,1.0,0.0,0.0,0.0,780.0,0.0,3000.0,False,0,42.857142857142854,Aucun coemprunteur,Aucun coemprunteur,0.0,0.0,0.0,0.0,non_encaisse,0.0,0.0,CDI,4,40-45,10
proprietaire,0.0,0.0,37820.0,4.0,1,3663.75,0.0,Célibataire,Madame,0.0,20.0,0.0,0.0,500.0,1.0,0.0,5000.0,False,0,872.3214285714286,Aucun coemprunteur,Aucun coemprunteur,0.0,0.0,0.0,0.0,non_encaisse,0.0,0.0,CDI,0,45-50,10
locataire,0.0,0.0,46000.0,3.0,0,2200.0,0.0,Divorcé(e),Madame,0.0,1.0,0.0,0.0,0.0,1.0,0.0,10000.0,False,0,26.19047619047619,Aucun coemprunteur,Aucun coemprunteur,0.0,0.0,0.0,0.0,non_encaisse,0.0,0.0,INCONNU,1,70+,10
proprietaire,0.0,0.0,24999.0,3.0,0,2000.0,0.0,Célibataire,Monsieur,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000.0,False,0,0.0,Aucun coemprunteur,Aucun coemprunteur,0.0,0.0,0.0,0.0,non_encaisse,0.0,0.0,INCONNU,2,45-50,10
proprietaire,0.0,0.0,22000.0,2.0,0,366.66,1484.9,Célibataire,Madame,0.0,1.0,0.0,0.0,0.0,510.0,0.0,20000.0,False,0,4.365,Célibataire,Madame,0.0,1.0,0.0,0.0,non_encaisse,650.0,0.0,CDI,4,60-65,9
proprietaire,50000.0,1.0,35001.0,3.0,1,2000.0,1000.0,Célibataire,Monsieur,0.0,8.0,0.0,0.0,0.0,630.0,0.0,5000.0,False,0,190.47619047619045,Célibataire,Monsieur,0.0,1.0,0.0,0.0,non_encaisse,0.0,0.0,CDI,1,55-60,6
proprietaire,0.0,0.0,51578.0,3.0,0,2652.0,1092.0,Marié(e),Monsieur,0.0,0.1,0.0,10000.0,0.0,1000.0,0.0,0.0,False,3,3.1571428571428575,Marié(e),Madame,0.0,0.0,0.0,0.0,non_encaisse,0.0,0.0,RETRAITE,2,70+,8
proprietaire,197000.0,1.0,46000.0,2.0,2,2000.0,1850.0,Marié(e),Monsieur,0.0,7.0,0.0,0.0,500.0,0.0,0.0,10000.0,False,0,166.66666666666666,Marié(e),Madame,0.0,9.0,0.0,0.0,non_encaisse,0.0,0.0,CDI,2,45-50,3
proprietaire,95433.36,1.0,61500.0,5.0,2,1665.0,2590.0,Marié(e),Monsieur,148.52,2.5,0.0,0.0,1400.0,900.0,0.0,5000.0,False,0,49.55357142857142,Marié(e),Monsieur,0.0,28.0,0.0,0.0,non_encaisse,0.0,0.0,CDI,4,45-50,4
locataire,0.0,0.0,28080.0,8.0,0,1912.0,0.0,Célibataire,Madame,0.0,0.0,0.0,0.0,0.0,550.0,0.0,2800.0,False,0,0.0,Aucun coemprunteur,Aucun coemprunteur,0.0,0.0,0.0,0.0,non_encaisse,0.0,0.0,INCONNU,2,50-55,10
